batch_id,product_name,product_type,quality_grade,produced_date,expiry_date,quantity,storage_type,city,route_id,distance_km,estimated_time_hours,route_type,current_freshness,days_in_storage,temperature,humidity,delay_factor,congestion_level,demand_score,shelf_life_days,days_used,days_remaining,expiry_urgency,spoilage_risk,priority_score
B-1725,Onion,Fresh,A,2026-02-07,2026-02-21,181,Ambient,New York,R-1725,389,6.08,direct,76.9,9,5.1,62.9,1.565,High,69,14,9,5,0,Medium,4.7
B-1726,Onion,Fresh,A,2026-02-06,2026-02-20,307,Ambient,Phoenix,R-1726,396,6.09,warehouse,33.5,8,24.8,40.3,1.8536,Medium,99,14,8,6,0,High,4.6
B-1727,Fish,Chilled,B,2026-02-07,2026-02-12,467,Refrigerated,Phoenix,R-1727,98,1.81,warehouse,46.9,7,12.6,43.6,1.8536,Medium,66,5,7,-2,1,High,3.9
B-1728,Tomato,Fresh,C,2026-01-31,2026-02-14,151,Ambient,Chicago,R-1728,324,6.35,warehouse,83.3,2,7.6,77.5,1.7147999999999999,Medium,72,14,2,12,0,Medium,5.1
B-1729,Fish,Chilled,C,2026-02-08,2026-02-13,222,Refrigerated,Houston,R-1729,101,1.46,direct,100.0,0,2.8,47.4,1.7380000000000002,Medium,77,5,0,5,0,Medium,6.0
B-1730,Meat,Chilled,B,2026-02-02,2026-02-07,396,Refrigerated,Phoenix,R-1730,31,0.72,warehouse,77.2,4,14.7,67.9,1.8536,Medium,81,5,4,1,1,High,5.5
B-1731,Meat,Chilled,A,2026-02-05,2026-02-10,393,Refrigerated,New York,R-1731,46,0.6,warehouse,86.9,3,18.1,52.9,1.565,High,66,5,3,2,1,High,5.2
B-1732,Onion,Fresh,C,2026-02-03,2026-02-17,194,Ambient,Los Angeles,R-1732,283,4.64,warehouse,76.8,5,14.1,66.1,1.686,Medium,60,14,5,9,0,Medium,4.4
B-1733,Fish,Chilled,B,2026-02-08,2026-02-13,500,Refrigerated,New York,R-1733,250,4.03,direct,20.8,8,22.1,47.8,1.565,High,88,5,8,-3,1,High,3.9
B-1734,Tomato,Fresh,A,2026-02-01,2026-02-15,118,Ambient,Houston,R-1734,204,4.74,direct,70.0,4,15.3,71.3,1.7380000000000002,Medium,83,14,4,10,0,Medium,5.2
B-1735,Meat,Chilled,A,2026-02-02,2026-02-07,391,Refrigerated,Houston,R-1735,498,6.38,warehouse,43.0,7,5.3,85.9,1.7380000000000002,Medium,90,5,7,-2,1,High,4.4
B-1736,Fish,Chilled,B,2026-02-09,2026-02-14,448,Refrigerated,Phoenix,R-1736,470,7.23,direct,100.0,0,22.1,56.3,1.8536,Medium,66,5,0,5,0,High,5.2
B-1737,Meat,Chilled,B,2026-02-04,2026-02-09,217,Refrigerated,Phoenix,R-1737,447,6.12,direct,31.3,10,15.6,62.5,1.8536,Medium,81,5,10,-5,1,High,3.7
B-1738,Tomato,Fresh,A,2026-02-07,2026-02-21,486,Ambient,Los Angeles,R-1738,69,1.15,warehouse,37.2,10,16.2,84.9,1.686,Medium,77,14,10,4,0,High,4.1
B-1739,Meat,Chilled,B,2026-02-09,2026-02-14,187,Refrigerated,Phoenix,R-1739,71,1.01,direct,53.2,5,9.0,42.8,1.8536,Medium,81,5,5,0,1,Medium,4.8
B-1740,Meat,Chilled,B,2026-02-07,2026-02-12,382,Refrigerated,New York,R-1740,365,5.98,warehouse,33.5,7,14.1,75.0,1.565,High,66,5,7,-2,1,High,3.3
B-1741,Fish,Chilled,B,2026-02-05,2026-02-10,162,Refrigerated,Los Angeles,R-1741,214,2.97,direct,93.7,1,24.8,41.8,1.686,Medium,46,5,1,4,0,High,4.4
B-1742,Milk,Chilled,B,2026-02-02,2026-02-09,195,Refrigerated,New York,R-1742,34,0.61,warehouse,64.9,6,10.9,44.7,1.565,High,77,7,6,1,1,Medium,5.0
B-1743,Fish,Chilled,A,2026-02-03,2026-02-08,184,Refrigerated,New York,R-1743,355,6.34,warehouse,77.0,3,18.0,80.8,1.565,High,88,5,3,2,1,High,5.5
B-1744,Onion,Fresh,C,2026-02-03,2026-02-17,111,Ambient,Phoenix,R-1744,336,6.72,warehouse,78.9,4,14.7,47.6,1.8536,Medium,99,14,4,10,0,Medium,6.0
B-1745,Tomato,Fresh,C,2026-02-01,2026-02-15,124,Ambient,New York,R-1745,112,2.11,warehouse,100.0,0,5.6,37.6,1.565,High,99,14,0,14,0,Medium,6.8
B-1746,Milk,Chilled,C,2026-02-02,2026-02-09,419,Refrigerated,New York,R-1746,431,7.84,warehouse,64.3,5,11.7,74.9,1.565,High,77,7,5,2,1,High,4.6
B-1747,Onion,Fresh,B,2026-02-04,2026-02-18,236,Ambient,Phoenix,R-1747,243,3.16,warehouse,70.4,3,4.7,81.9,1.8536,Medium,99,14,3,11,0,Medium,5.8
B-1748,Meat,Chilled,C,2026-02-06,2026-02-11,122,Refrigerated,Houston,R-1748,174,3.16,warehouse,1.1,10,12.7,84.2,1.7380000000000002,Medium,90,5,10,-5,1,High,3.5
B-1749,Fish,Chilled,A,2026-02-02,2026-02-07,411,Refrigerated,Phoenix,R-1749,303,3.94,direct,85.4,2,17.1,80.3,1.8536,Medium,66,5,2,3,0,High,4.9
B-1750,Fish,Chilled,C,2026-01-31,2026-02-05,491,Refrigerated,New York,R-1750,23,0.41,direct,54.6,5,18.3,46.7,1.565,High,88,5,5,0,1,High,5.1
B-1751,Onion,Fresh,B,2026-02-04,2026-02-18,174,Ambient,New York,R-1751,90,1.7,direct,59.0,8,10.9,58.2,1.565,High,69,14,8,6,0,Medium,4.4
B-1752,Fish,Chilled,A,2026-02-03,2026-02-08,487,Refrigerated,New York,R-1752,112,1.49,direct,67.8,8,5.9,61.4,1.565,High,88,5,8,-3,1,Medium,5.4
B-1753,Onion,Fresh,B,2026-02-07,2026-02-21,355,Ambient,Houston,R-1753,232,4.94,warehouse,50.7,5,7.1,70.2,1.7380000000000002,Medium,84,14,5,9,0,Medium,4.6
B-1754,Milk,Chilled,C,2026-01-31,2026-02-07,104,Refrigerated,Los Angeles,R-1754,68,1.03,direct,92.6,1,10.8,40.0,1.686,Medium,56,7,1,6,0,Medium,5.0
B-1755,Tomato,Fresh,C,2026-01-31,2026-02-14,281,Ambient,New York,R-1755,289,3.75,direct,65.7,9,4.0,63.9,1.565,High,99,14,9,5,0,Medium,5.6
B-1756,Meat,Chilled,C,2026-02-02,2026-02-07,134,Refrigerated,New York,R-1756,81,1.76,direct,43.2,9,7.6,53.6,1.565,High,66,5,9,-4,1,High,3.9
B-1757,Tomato,Fresh,A,2026-01-31,2026-02-14,57,Ambient,Phoenix,R-1757,76,1.33,warehouse,42.8,8,6.1,73.8,1.8536,Medium,95,14,8,6,0,High,5.0
B-1758,Tomato,Fresh,C,2026-02-02,2026-02-16,98,Ambient,Phoenix,R-1758,347,6.31,warehouse,67.3,6,9.0,64.9,1.8536,Medium,95,14,6,8,0,Medium,5.5
B-1759,Milk,Chilled,A,2026-02-05,2026-02-12,157,Refrigerated,Phoenix,R-1759,236,4.21,warehouse,35.3,8,15.0,88.6,1.8536,Medium,44,7,8,-1,1,High,2.6
B-1760,Meat,Chilled,C,2026-02-08,2026-02-13,493,Refrigerated,New York,R-1760,409,8.52,warehouse,85.0,3,10.7,49.2,1.565,High,66,5,3,2,1,Medium,4.8
B-1761,Fish,Chilled,B,2026-02-09,2026-02-14,360,Refrigerated,Houston,R-1761,301,5.28,warehouse,95.5,1,20.3,64.4,1.7380000000000002,Medium,77,5,1,4,0,High,5.6
B-1762,Meat,Chilled,B,2026-02-07,2026-02-12,235,Refrigerated,New York,R-1762,352,6.07,warehouse,11.6,10,23.8,70.9,1.565,High,66,5,10,-5,1,High,2.6
B-1763,Tomato,Fresh,B,2026-02-09,2026-02-23,105,Ambient,Los Angeles,R-1763,228,4.56,direct,77.3,3,12.4,53.6,1.686,Medium,77,14,3,11,0,Medium,5.2
B-1764,Onion,Fresh,A,2026-02-05,2026-02-19,459,Ambient,New York,R-1764,305,6.22,direct,78.9,6,12.2,51.3,1.565,High,69,14,6,8,0,Medium,4.8
B-1765,Milk,Chilled,B,2026-02-09,2026-02-16,59,Refrigerated,Los Angeles,R-1765,427,6.19,direct,45.7,10,10.2,61.4,1.686,Medium,56,7,10,-3,1,High,3.2
B-1766,Fish,Chilled,B,2026-02-05,2026-02-10,286,Refrigerated,New York,R-1766,344,4.59,direct,80.9,4,4.1,43.0,1.565,High,88,5,4,1,1,Medium,5.6
B-1767,Fish,Chilled,A,2026-02-06,2026-02-11,464,Refrigerated,New York,R-1767,179,3.73,direct,87.7,3,22.4,55.6,1.565,High,88,5,3,2,1,High,6.0
B-1768,Fish,Chilled,A,2026-01-31,2026-02-05,488,Refrigerated,Chicago,R-1768,255,3.81,warehouse,100.0,0,20.1,35.1,1.7147999999999999,Medium,52,5,0,5,0,High,4.8
B-1769,Fish,Chilled,A,2026-02-09,2026-02-14,334,Refrigerated,Los Angeles,R-1769,127,2.89,warehouse,56.1,5,10.8,72.7,1.686,Medium,46,5,5,0,1,Medium,3.4
B-1770,Fish,Chilled,A,2026-02-02,2026-02-07,330,Refrigerated,Chicago,R-1770,350,6.73,warehouse,92.8,2,11.1,53.3,1.7147999999999999,Medium,52,5,2,3,0,High,4.5
B-1771,Meat,Chilled,A,2026-02-04,2026-02-09,240,Refrigerated,Phoenix,R-1771,352,4.96,warehouse,34.1,8,20.2,68.6,1.8536,Medium,81,5,8,-3,1,High,3.9
B-1772,Milk,Chilled,A,2026-02-03,2026-02-10,250,Refrigerated,Los Angeles,R-1772,263,6.26,warehouse,39.7,9,16.1,51.2,1.686,Medium,56,7,9,-2,1,High,3.2
B-1773,Tomato,Fresh,C,2026-01-31,2026-02-14,398,Ambient,Phoenix,R-1773,201,3.09,direct,91.7,2,19.3,35.1,1.8536,Medium,95,14,2,12,0,Medium,6.4
B-1774,Meat,Chilled,A,2026-02-09,2026-02-14,317,Refrigerated,New York,R-1774,372,8.45,warehouse,96.7,1,17.3,56.5,1.565,High,66,5,1,4,0,High,5.2
B-1775,Onion,Fresh,B,2026-01-31,2026-02-14,399,Ambient,Chicago,R-1775,248,3.59,direct,39.1,10,8.5,52.3,1.7147999999999999,Medium,55,14,10,4,0,High,3.1
B-1776,Milk,Chilled,B,2026-02-05,2026-02-12,280,Refrigerated,Los Angeles,R-1776,162,3.6,direct,77.5,3,17.2,62.5,1.686,Medium,56,7,3,4,0,High,4.4
B-1777,Fish,Chilled,A,2026-02-01,2026-02-06,288,Refrigerated,New York,R-1777,427,8.54,warehouse,60.4,9,2.5,81.3,1.565,High,88,5,9,-4,1,Medium,4.9
B-1778,Fish,Chilled,B,2026-02-04,2026-02-09,119,Refrigerated,Phoenix,R-1778,369,5.05,direct,91.5,1,6.4,65.8,1.8536,Medium,66,5,1,4,0,Medium,5.0
B-1779,Tomato,Fresh,A,2026-02-01,2026-02-15,291,Ambient,Phoenix,R-1779,159,2.21,direct,82.9,3,3.3,76.1,1.8536,Medium,95,14,3,11,0,Medium,6.1
B-1780,Tomato,Fresh,C,2026-02-07,2026-02-21,283,Ambient,Chicago,R-1780,490,10.21,warehouse,96.4,1,8.4,52.1,1.7147999999999999,Medium,72,14,1,13,0,Medium,5.3
B-1781,Tomato,Fresh,B,2026-01-31,2026-02-14,336,Ambient,New York,R-1781,49,0.62,warehouse,70.7,5,19.8,60.5,1.565,High,99,14,5,9,0,Medium,6.0
B-1782,Meat,Chilled,B,2026-02-02,2026-02-07,78,Refrigerated,Houston,R-1782,218,3.3,warehouse,23.1,8,14.4,40.0,1.7380000000000002,Medium,90,5,8,-3,1,High,4.1
B-1783,Milk,Chilled,A,2026-02-09,2026-02-16,387,Refrigerated,Phoenix,R-1783,49,0.68,direct,81.9,3,23.4,34.3,1.8536,Medium,44,7,3,4,0,High,4.2
B-1784,Fish,Chilled,A,2026-02-07,2026-02-12,270,Refrigerated,Houston,R-1784,238,3.05,warehouse,35.4,7,18.2,69.6,1.7380000000000002,Medium,77,5,7,-2,1,High,3.9
B-1785,Milk,Chilled,A,2026-02-05,2026-02-12,462,Refrigerated,Phoenix,R-1785,275,4.82,direct,52.9,8,11.7,89.0,1.8536,Medium,44,7,8,-1,1,High,3.1
B-1786,Onion,Fresh,B,2026-01-31,2026-02-14,119,Ambient,Houston,R-1786,98,1.81,direct,32.7,10,8.0,50.3,1.7380000000000002,Medium,84,14,10,4,0,High,4.2
B-1787,Tomato,Fresh,C,2026-02-05,2026-02-19,354,Ambient,Los Angeles,R-1787,31,0.42,direct,96.8,1,10.1,54.2,1.686,Medium,77,14,1,13,0,Medium,6.0
B-1788,Milk,Chilled,B,2026-01-31,2026-02-07,403,Refrigerated,Houston,R-1788,392,7.26,warehouse,39.7,9,23.5,83.6,1.7380000000000002,Medium,74,7,9,-2,1,High,3.8
B-1789,Milk,Chilled,B,2026-02-03,2026-02-10,394,Refrigerated,Los Angeles,R-1789,221,5.53,direct,55.3,10,24.8,68.0,1.686,Medium,56,7,10,-3,1,High,3.7
B-1790,Onion,Fresh,A,2026-02-02,2026-02-16,110,Ambient,Los Angeles,R-1790,76,1.38,warehouse,40.6,10,14.5,76.9,1.686,Medium,60,14,10,4,0,High,3.5
B-1791,Onion,Fresh,C,2026-02-09,2026-02-23,246,Ambient,Los Angeles,R-1791,339,4.71,warehouse,93.9,2,11.8,79.1,1.686,Medium,60,14,2,12,0,Medium,4.9
B-1792,Fish,Chilled,C,2026-02-03,2026-02-08,204,Refrigerated,Houston,R-1792,483,7.21,direct,100.0,0,21.1,40.6,1.7380000000000002,Medium,77,5,0,5,0,High,5.6
B-1793,Milk,Chilled,B,2026-02-03,2026-02-10,102,Refrigerated,New York,R-1793,324,7.53,direct,59.6,6,6.4,62.6,1.565,High,77,7,6,1,1,Medium,4.5
B-1794,Onion,Fresh,C,2026-02-08,2026-02-22,250,Ambient,New York,R-1794,35,0.51,warehouse,48.2,8,8.3,62.9,1.565,High,69,14,8,6,0,High,4.2
B-1795,Meat,Chilled,C,2026-02-06,2026-02-11,71,Refrigerated,Phoenix,R-1795,103,1.3,direct,97.0,1,5.3,70.1,1.8536,Medium,81,5,1,4,0,Medium,6.0
B-1796,Milk,Chilled,A,2026-01-31,2026-02-07,495,Refrigerated,Los Angeles,R-1796,29,0.48,direct,55.1,8,24.8,83.3,1.686,Medium,56,7,8,-1,1,High,3.9
B-1797,Milk,Chilled,A,2026-02-08,2026-02-15,352,Refrigerated,New York,R-1797,30,0.59,warehouse,42.1,8,9.8,60.2,1.565,High,77,7,8,-1,1,High,4.3
B-1798,Fish,Chilled,C,2026-02-03,2026-02-08,315,Refrigerated,Chicago,R-1798,364,4.67,warehouse,12.6,9,14.7,32.2,1.7147999999999999,Medium,52,5,9,-4,1,High,2.1
B-1799,Onion,Fresh,B,2026-01-31,2026-02-14,285,Ambient,Los Angeles,R-1799,476,7.8,warehouse,74.4,8,10.4,75.8,1.686,Medium,60,14,8,6,0,Medium,4.2
B-1800,Milk,Chilled,B,2026-02-06,2026-02-13,91,Refrigerated,Houston,R-1800,234,3.25,warehouse,100.0,0,15.8,36.1,1.7380000000000002,Medium,74,7,0,7,0,High,5.7
B-1801,Meat,Chilled,A,2026-02-02,2026-02-07,374,Refrigerated,Houston,R-1801,219,2.84,direct,85.9,3,22.5,75.3,1.7380000000000002,Medium,90,5,3,2,1,High,6.0
B-1802,Onion,Fresh,A,2026-01-31,2026-02-14,493,Ambient,Los Angeles,R-1802,437,10.16,warehouse,2.4,10,6.2,88.3,1.686,Medium,60,14,10,4,0,High,2.0
B-1803,Fish,Chilled,A,2026-02-09,2026-02-14,237,Refrigerated,Chicago,R-1803,477,7.95,warehouse,100.0,0,6.3,43.0,1.7147999999999999,Medium,52,5,0,5,0,Medium,4.6
B-1804,Onion,Fresh,C,2026-02-01,2026-02-15,331,Ambient,Los Angeles,R-1804,19,0.38,direct,86.7,2,14.9,40.0,1.686,Medium,60,14,2,12,0,Medium,5.0
B-1805,Tomato,Fresh,A,2026-02-08,2026-02-22,247,Ambient,Phoenix,R-1805,120,1.74,direct,3.8,10,14.0,78.7,1.8536,Medium,95,14,10,4,0,High,3.8
B-1806,Fish,Chilled,B,2026-02-01,2026-02-06,276,Refrigerated,Phoenix,R-1806,405,5.33,warehouse,93.7,3,12.9,69.3,1.8536,Medium,66,5,3,2,1,High,5.0
B-1807,Tomato,Fresh,B,2026-02-04,2026-02-18,137,Ambient,Phoenix,R-1807,486,9.92,direct,32.8,8,7.8,74.2,1.8536,Medium,95,14,8,6,0,High,4.3
B-1808,Milk,Chilled,A,2026-02-06,2026-02-13,107,Refrigerated,Los Angeles,R-1808,146,2.56,direct,45.5,7,24.3,52.7,1.686,Medium,56,7,7,0,1,High,3.5
B-1809,Meat,Chilled,B,2026-02-08,2026-02-13,278,Refrigerated,Houston,R-1809,411,6.63,direct,96.8,1,16.9,57.4,1.7380000000000002,Medium,90,5,1,4,0,High,6.1
B-1810,Tomato,Fresh,C,2026-02-03,2026-02-17,286,Ambient,New York,R-1810,499,7.45,warehouse,71.0,6,4.1,67.9,1.565,High,99,14,6,8,0,Medium,5.6
B-1811,Tomato,Fresh,A,2026-02-01,2026-02-15,78,Ambient,New York,R-1811,266,6.19,warehouse,100.0,0,18.4,69.7,1.565,High,99,14,0,14,0,Medium,6.7
B-1812,Meat,Chilled,A,2026-02-09,2026-02-14,392,Refrigerated,Phoenix,R-1812,440,10.23,direct,66.7,4,2.4,89.9,1.8536,Medium,81,5,4,1,1,Medium,4.8
B-1813,Fish,Chilled,C,2026-02-08,2026-02-13,262,Refrigerated,New York,R-1813,431,7.84,direct,42.9,6,16.9,44.2,1.565,High,88,5,6,-1,1,High,4.4
B-1814,Onion,Fresh,A,2026-02-07,2026-02-21,329,Ambient,Los Angeles,R-1814,81,1.84,warehouse,71.8,6,10.5,39.8,1.686,Medium,60,14,6,8,0,Medium,4.5
B-1815,Tomato,Fresh,B,2026-02-09,2026-02-23,409,Ambient,New York,R-1815,180,3.83,warehouse,70.5,4,17.6,65.6,1.565,High,99,14,4,10,0,Medium,5.9
B-1816,Tomato,Fresh,A,2026-02-08,2026-02-22,289,Ambient,Chicago,R-1816,434,6.38,warehouse,81.4,5,11.1,77.4,1.7147999999999999,Medium,72,14,5,9,0,Medium,4.9
B-1817,Onion,Fresh,A,2026-02-04,2026-02-18,293,Ambient,Houston,R-1817,458,10.41,direct,86.8,4,11.4,67.9,1.7380000000000002,Medium,84,14,4,10,0,Medium,5.5
B-1818,Milk,Chilled,C,2026-02-03,2026-02-10,74,Refrigerated,Phoenix,R-1818,134,1.74,direct,58.5,10,5.1,46.5,1.8536,Medium,44,7,10,-3,1,Medium,3.4
B-1819,Milk,Chilled,C,2026-01-31,2026-02-07,196,Refrigerated,New York,R-1819,480,6.0,direct,92.7,2,16.1,41.7,1.565,High,77,7,2,5,0,High,5.4
B-1820,Fish,Chilled,A,2026-01-31,2026-02-05,302,Refrigerated,New York,R-1820,295,7.2,warehouse,75.2,9,16.5,30.3,1.565,High,88,5,9,-4,1,High,5.5
B-1821,Milk,Chilled,B,2026-02-09,2026-02-16,224,Refrigerated,Phoenix,R-1821,430,7.05,warehouse,25.2,9,4.6,32.1,1.8536,Medium,44,7,9,-2,1,High,2.1
B-1822,Tomato,Fresh,C,2026-02-04,2026-02-18,470,Ambient,New York,R-1822,433,7.34,direct,84.0,2,24.3,31.7,1.565,High,99,14,2,12,0,Medium,6.0
B-1823,Meat,Chilled,C,2026-02-04,2026-02-09,218,Refrigerated,Chicago,R-1823,58,0.82,warehouse,94.7,2,14.6,87.3,1.7147999999999999,Medium,91,5,2,3,0,High,6.4
B-1824,Onion,Fresh,C,2026-02-05,2026-02-19,156,Ambient,Chicago,R-1824,113,2.31,warehouse,78.2,10,10.3,40.8,1.7147999999999999,Medium,55,14,10,4,0,Medium,4.4
B-1825,Meat,Chilled,B,2026-02-08,2026-02-13,272,Refrigerated,Phoenix,R-1825,203,2.78,direct,75.8,7,16.1,80.5,1.8536,Medium,81,5,7,-2,1,High,5.3
B-1826,Meat,Chilled,C,2026-01-31,2026-02-05,180,Refrigerated,New York,R-1826,31,0.55,warehouse,63.4,6,11.1,83.5,1.565,High,66,5,6,-1,1,High,4.5
B-1827,Fish,Chilled,C,2026-02-09,2026-02-14,295,Refrigerated,Houston,R-1827,328,5.86,warehouse,18.0,9,23.2,56.5,1.7380000000000002,Medium,77,5,9,-4,1,High,3.3
B-1828,Onion,Fresh,C,2026-02-08,2026-02-22,180,Ambient,New York,R-1828,133,2.15,warehouse,67.6,6,4.3,43.9,1.565,High,69,14,6,8,0,Medium,4.7
B-1829,Tomato,Fresh,B,2026-02-08,2026-02-22,365,Ambient,Los Angeles,R-1829,114,2.15,warehouse,100.0,0,19.3,36.3,1.686,Medium,77,14,0,14,0,Medium,6.0
B-1830,Fish,Chilled,A,2026-02-08,2026-02-13,79,Refrigerated,Phoenix,R-1830,228,5.7,direct,46.5,8,17.3,32.8,1.8536,Medium,66,5,8,-3,1,High,3.8
B-1831,Onion,Fresh,B,2026-02-03,2026-02-17,81,Ambient,Los Angeles,R-1831,133,2.71,warehouse,80.1,8,20.2,34.3,1.686,Medium,60,14,8,6,0,Medium,4.7
B-1832,Meat,Chilled,B,2026-02-04,2026-02-09,203,Refrigerated,Phoenix,R-1832,127,3.02,direct,83.6,7,3.1,81.8,1.8536,Medium,81,5,7,-2,1,Medium,5.6
B-1833,Tomato,Fresh,B,2026-02-03,2026-02-17,144,Ambient,Los Angeles,R-1833,144,3.06,warehouse,74.7,4,5.3,53.9,1.686,Medium,77,14,4,10,0,Medium,5.2
B-1834,Meat,Chilled,A,2026-02-09,2026-02-14,170,Refrigerated,Houston,R-1834,310,5.44,warehouse,100.0,0,16.8,45.6,1.7380000000000002,Medium,90,5,0,5,0,High,6.3
B-1835,Tomato,Fresh,A,2026-02-01,2026-02-15,58,Ambient,New York,R-1835,435,8.37,direct,88.7,5,7.4,36.2,1.565,High,99,14,5,9,0,Medium,6.2
B-1836,Milk,Chilled,A,2026-02-07,2026-02-14,400,Refrigerated,Chicago,R-1836,88,1.14,direct,62.2,5,19.4,80.1,1.7147999999999999,Medium,42,7,5,2,1,High,3.5
B-1837,Meat,Chilled,A,2026-02-09,2026-02-14,386,Refrigerated,New York,R-1837,230,3.19,warehouse,33.6,9,13.0,67.9,1.565,High,66,5,9,-4,1,High,3.4
B-1838,Milk,Chilled,A,2026-02-06,2026-02-13,467,Refrigerated,Los Angeles,R-1838,493,6.4,direct,82.2,8,16.6,68.6,1.686,Medium,56,7,8,-1,1,High,4.2
B-1839,Meat,Chilled,A,2026-02-02,2026-02-07,407,Refrigerated,New York,R-1839,75,1.63,direct,71.8,8,16.9,61.9,1.565,High,66,5,8,-3,1,High,4.7
B-1840,Onion,Fresh,B,2026-02-07,2026-02-21,443,Ambient,New York,R-1840,329,7.0,warehouse,90.6,4,14.1,89.2,1.565,High,69,14,4,10,0,Medium,5.1
B-1841,Tomato,Fresh,C,2026-02-04,2026-02-18,320,Ambient,Phoenix,R-1841,266,3.8,direct,83.7,4,5.5,35.5,1.8536,Medium,95,14,4,10,0,Medium,6.0
B-1842,Fish,Chilled,B,2026-02-09,2026-02-14,329,Refrigerated,New York,R-1842,24,0.33,direct,87.9,3,2.3,88.6,1.565,High,88,5,3,2,1,Medium,6.1
B-1843,Milk,Chilled,A,2026-02-03,2026-02-10,473,Refrigerated,New York,R-1843,34,0.51,direct,32.0,8,20.5,65.0,1.565,High,77,7,8,-1,1,High,4.0
B-1844,Meat,Chilled,B,2026-02-02,2026-02-07,185,Refrigerated,New York,R-1844,487,6.49,direct,61.5,5,9.6,50.8,1.565,High,66,5,5,0,1,Medium,4.0
B-1845,Fish,Chilled,A,2026-02-01,2026-02-06,197,Refrigerated,Chicago,R-1845,324,4.98,direct,24.7,9,14.2,75.3,1.7147999999999999,Medium,52,5,9,-4,1,High,2.5
B-1846,Milk,Chilled,A,2026-01-31,2026-02-07,79,Refrigerated,New York,R-1846,199,4.63,direct,41.6,10,19.9,40.9,1.565,High,77,7,10,-3,1,High,4.1
B-1847,Milk,Chilled,A,2026-02-05,2026-02-12,184,Refrigerated,Houston,R-1847,339,6.52,warehouse,42.7,6,6.6,75.6,1.7380000000000002,Medium,74,7,6,1,1,High,3.9
B-1848,Fish,Chilled,A,2026-02-05,2026-02-10,370,Refrigerated,Phoenix,R-1848,336,4.67,warehouse,21.8,10,10.5,68.0,1.8536,Medium,66,5,10,-5,1,High,3.0
B-1849,Fish,Chilled,A,2026-01-31,2026-02-05,466,Refrigerated,Houston,R-1849,91,1.57,warehouse,74.0,4,14.7,78.6,1.7380000000000002,Medium,77,5,4,1,1,High,5.2
B-1850,Tomato,Fresh,A,2026-02-03,2026-02-17,253,Ambient,Chicago,R-1850,360,5.07,direct,51.0,8,11.9,55.1,1.7147999999999999,Medium,72,14,8,6,0,Medium,4.0
B-1851,Tomato,Fresh,A,2026-02-05,2026-02-19,462,Ambient,New York,R-1851,126,1.8,warehouse,56.6,8,21.3,45.7,1.565,High,99,14,8,6,0,Medium,5.5
B-1852,Onion,Fresh,A,2026-02-09,2026-02-23,475,Ambient,Phoenix,R-1852,351,7.31,direct,79.1,4,5.6,77.4,1.8536,Medium,99,14,4,10,0,Medium,6.0
B-1853,Milk,Chilled,B,2026-02-06,2026-02-13,264,Refrigerated,Houston,R-1853,319,4.37,warehouse,85.6,6,17.7,89.1,1.7380000000000002,Medium,74,7,6,1,1,High,5.2
B-1854,Fish,Chilled,B,2026-02-05,2026-02-10,94,Refrigerated,Los Angeles,R-1854,260,4.26,warehouse,89.8,3,22.8,35.5,1.686,Medium,46,5,3,2,1,High,4.3
B-1855,Fish,Chilled,A,2026-02-01,2026-02-06,263,Refrigerated,Los Angeles,R-1855,428,6.29,direct,80.9,3,12.5,70.9,1.686,Medium,46,5,3,2,1,High,3.8
B-1856,Tomato,Fresh,C,2026-02-05,2026-02-19,222,Ambient,Los Angeles,R-1856,212,4.08,direct,58.0,6,12.4,60.9,1.686,Medium,77,14,6,8,0,Medium,4.6
B-1857,Milk,Chilled,C,2026-02-06,2026-02-13,222,Refrigerated,Chicago,R-1857,495,8.39,warehouse,62.4,10,10.8,72.6,1.7147999999999999,Medium,42,7,10,-3,1,Medium,3.1
B-1858,Onion,Fresh,A,2026-02-03,2026-02-17,380,Ambient,Houston,R-1858,342,8.14,direct,90.5,2,4.1,34.6,1.7380000000000002,Medium,84,14,2,12,0,Medium,5.7
B-1859,Tomato,Fresh,B,2026-02-03,2026-02-17,59,Ambient,Houston,R-1859,267,3.99,warehouse,83.0,2,7.1,66.9,1.7380000000000002,Medium,83,14,2,12,0,Medium,5.5
B-1860,Onion,Fresh,C,2026-02-08,2026-02-22,180,Ambient,Los Angeles,R-1860,378,5.73,warehouse,70.2,7,3.3,61.5,1.686,Medium,60,14,7,7,0,Medium,4.1
B-1861,Meat,Chilled,C,2026-02-01,2026-02-06,74,Refrigerated,New York,R-1861,20,0.26,warehouse,42.3,10,16.9,35.4,1.565,High,66,5,10,-5,1,High,3.9
B-1862,Meat,Chilled,A,2026-02-09,2026-02-14,500,Refrigerated,Phoenix,R-1862,181,3.02,warehouse,38.1,9,12.8,46.1,1.8536,Medium,81,5,9,-4,1,High,4.2
B-1863,Meat,Chilled,C,2026-02-04,2026-02-09,183,Refrigerated,Houston,R-1863,138,1.94,warehouse,100.0,0,3.4,82.2,1.7380000000000002,Medium,90,5,0,5,0,Medium,6.5
B-1864,Onion,Fresh,C,2026-02-08,2026-02-22,86,Ambient,New York,R-1864,215,3.36,direct,81.6,3,18.2,61.5,1.565,High,69,14,3,11,0,Medium,5.0
