batch_id,product_name,product_type,quality_grade,produced_date,expiry_date,quantity,storage_type,city
B-1640,Tomato,Fresh,C,2026-01-31,2026-02-14,410,Ambient,Los Angeles
B-1641,Onion,Fresh,A,2026-02-01,2026-02-15,276,Ambient,New York
B-1642,Tomato,Fresh,C,2026-02-04,2026-02-18,311,Ambient,Phoenix
B-1643,Onion,Fresh,A,2026-02-04,2026-02-18,174,Ambient,Phoenix
B-1644,Fish,Chilled,A,2026-02-08,2026-02-13,381,Refrigerated,Los Angeles
B-1645,Onion,Fresh,A,2026-02-08,2026-02-22,147,Ambient,Phoenix
B-1646,Meat,Chilled,B,2026-02-08,2026-02-13,399,Refrigerated,Chicago
B-1647,Tomato,Fresh,A,2026-02-06,2026-02-20,268,Ambient,New York
B-1648,Onion,Fresh,A,2026-02-05,2026-02-19,297,Ambient,Phoenix
B-1649,Meat,Chilled,C,2026-01-31,2026-02-05,375,Refrigerated,Phoenix
B-1650,Meat,Chilled,A,2026-02-04,2026-02-09,399,Refrigerated,Phoenix
B-1651,Milk,Chilled,C,2026-02-05,2026-02-12,483,Refrigerated,Phoenix
B-1652,Milk,Chilled,B,2026-02-01,2026-02-08,151,Refrigerated,Houston
B-1653,Meat,Chilled,B,2026-02-01,2026-02-06,94,Refrigerated,Los Angeles
B-1654,Milk,Chilled,A,2026-01-31,2026-02-07,76,Refrigerated,Phoenix
B-1655,Onion,Fresh,B,2026-02-08,2026-02-22,273,Ambient,Chicago
B-1656,Milk,Chilled,C,2026-01-31,2026-02-07,54,Refrigerated,Chicago
B-1657,Fish,Chilled,A,2026-02-05,2026-02-10,260,Refrigerated,New York
B-1658,Milk,Chilled,B,2026-02-02,2026-02-09,136,Refrigerated,Phoenix
B-1659,Onion,Fresh,C,2026-02-08,2026-02-22,118,Ambient,Chicago
B-1660,Onion,Fresh,C,2026-02-03,2026-02-17,227,Ambient,Phoenix
B-1661,Fish,Chilled,B,2026-02-01,2026-02-06,328,Refrigerated,New York
B-1662,Tomato,Fresh,C,2026-02-03,2026-02-17,204,Ambient,Los Angeles
B-1663,Onion,Fresh,C,2026-02-05,2026-02-19,359,Ambient,Phoenix
B-1664,Meat,Chilled,B,2026-02-05,2026-02-10,213,Refrigerated,New York
B-1665,Tomato,Fresh,C,2026-01-31,2026-02-14,118,Ambient,Houston
B-1666,Meat,Chilled,B,2026-02-08,2026-02-13,202,Refrigerated,New York
B-1667,Meat,Chilled,B,2026-02-01,2026-02-06,168,Refrigerated,New York
B-1668,Meat,Chilled,C,2026-02-07,2026-02-12,411,Refrigerated,Chicago
B-1669,Meat,Chilled,A,2026-02-02,2026-02-07,305,Refrigerated,Los Angeles
B-1670,Onion,Fresh,C,2026-02-02,2026-02-16,487,Ambient,Houston
B-1671,Fish,Chilled,C,2026-02-01,2026-02-06,301,Refrigerated,Houston
B-1672,Milk,Chilled,C,2026-02-07,2026-02-14,313,Refrigerated,Phoenix
B-1673,Onion,Fresh,C,2026-02-07,2026-02-21,414,Ambient,Chicago
B-1674,Fish,Chilled,A,2026-02-06,2026-02-11,124,Refrigerated,Los Angeles
B-1675,Fish,Chilled,C,2026-02-08,2026-02-13,324,Refrigerated,Chicago
B-1676,Fish,Chilled,B,2026-02-05,2026-02-10,248,Refrigerated,Chicago
B-1677,Meat,Chilled,B,2026-02-05,2026-02-10,220,Refrigerated,New York
B-1678,Onion,Fresh,B,2026-02-04,2026-02-18,259,Ambient,New York
B-1679,Milk,Chilled,A,2026-02-07,2026-02-14,85,Refrigerated,Chicago
B-1680,Fish,Chilled,C,2026-02-02,2026-02-07,164,Refrigerated,Houston
B-1681,Meat,Chilled,A,2026-02-02,2026-02-07,487,Refrigerated,Los Angeles
B-1682,Meat,Chilled,C,2026-02-07,2026-02-12,240,Refrigerated,Phoenix
B-1683,Milk,Chilled,A,2026-02-09,2026-02-16,449,Refrigerated,Houston
B-1684,Fish,Chilled,B,2026-02-07,2026-02-12,286,Refrigerated,Los Angeles
B-1685,Tomato,Fresh,B,2026-02-06,2026-02-20,421,Ambient,Los Angeles
B-1686,Milk,Chilled,C,2026-02-09,2026-02-16,327,Refrigerated,Phoenix
B-1687,Tomato,Fresh,C,2026-02-05,2026-02-19,148,Ambient,Phoenix
B-1688,Meat,Chilled,C,2026-02-03,2026-02-08,138,Refrigerated,Phoenix
B-1689,Tomato,Fresh,A,2026-02-07,2026-02-21,224,Ambient,Phoenix
B-1690,Milk,Chilled,B,2026-01-31,2026-02-07,489,Refrigerated,Los Angeles
B-1691,Onion,Fresh,B,2026-02-01,2026-02-15,60,Ambient,Houston
B-1692,Tomato,Fresh,A,2026-02-05,2026-02-19,283,Ambient,Chicago
B-1693,Onion,Fresh,C,2026-02-07,2026-02-21,440,Ambient,Los Angeles
B-1694,Milk,Chilled,C,2026-02-06,2026-02-13,152,Refrigerated,Phoenix
B-1695,Onion,Fresh,B,2026-02-05,2026-02-19,312,Ambient,New York
B-1696,Tomato,Fresh,A,2026-02-05,2026-02-19,148,Ambient,Phoenix
B-1697,Milk,Chilled,A,2026-02-01,2026-02-08,239,Refrigerated,New York
B-1698,Meat,Chilled,A,2026-02-09,2026-02-14,358,Refrigerated,New York
B-1699,Tomato,Fresh,A,2026-02-09,2026-02-23,392,Ambient,New York
B-1700,Onion,Fresh,A,2026-02-08,2026-02-22,356,Ambient,Los Angeles
B-1701,Tomato,Fresh,A,2026-02-01,2026-02-15,303,Ambient,New York
B-1702,Tomato,Fresh,A,2026-02-07,2026-02-21,374,Ambient,Phoenix
B-1703,Onion,Fresh,B,2026-02-06,2026-02-20,223,Ambient,Phoenix
B-1704,Meat,Chilled,A,2026-02-07,2026-02-12,321,Refrigerated,Los Angeles
B-1705,Tomato,Fresh,C,2026-02-02,2026-02-16,218,Ambient,New York
B-1706,Fish,Chilled,C,2026-02-05,2026-02-10,103,Refrigerated,New York
B-1707,Onion,Fresh,A,2026-02-06,2026-02-20,375,Ambient,New York
B-1708,Meat,Chilled,B,2026-02-04,2026-02-09,170,Refrigerated,New York
B-1709,Milk,Chilled,B,2026-02-03,2026-02-10,478,Refrigerated,Chicago
B-1710,Tomato,Fresh,C,2026-01-31,2026-02-14,198,Ambient,Phoenix
B-1711,Fish,Chilled,B,2026-02-03,2026-02-08,296,Refrigerated,Chicago
B-1712,Milk,Chilled,B,2026-02-07,2026-02-14,460,Refrigerated,Houston
B-1713,Fish,Chilled,B,2026-02-03,2026-02-08,297,Refrigerated,Phoenix
B-1714,Meat,Chilled,C,2026-02-01,2026-02-06,72,Refrigerated,New York
B-1715,Meat,Chilled,C,2026-01-31,2026-02-05,86,Refrigerated,Phoenix
B-1716,Fish,Chilled,B,2026-02-03,2026-02-08,377,Refrigerated,Chicago
B-1717,Milk,Chilled,C,2026-02-09,2026-02-16,101,Refrigerated,Chicago
B-1718,Meat,Chilled,B,2026-02-02,2026-02-07,169,Refrigerated,Chicago
B-1719,Tomato,Fresh,A,2026-02-04,2026-02-18,474,Ambient,New York
B-1720,Fish,Chilled,C,2026-02-09,2026-02-14,73,Refrigerated,Los Angeles
B-1721,Tomato,Fresh,A,2026-02-04,2026-02-18,205,Ambient,New York
B-1722,Milk,Chilled,B,2026-02-02,2026-02-09,183,Refrigerated,Phoenix
B-1723,Milk,Chilled,B,2026-02-08,2026-02-15,366,Refrigerated,Houston
B-1724,Milk,Chilled,C,2026-02-05,2026-02-12,447,Refrigerated,Los Angeles
B-1725,Fish,Chilled,A,2026-02-03,2026-02-08,434,Refrigerated,Los Angeles
B-1726,Meat,Chilled,B,2026-02-09,2026-02-14,179,Refrigerated,New York
B-1727,Fish,Chilled,C,2026-02-04,2026-02-09,481,Refrigerated,Houston
B-1728,Onion,Fresh,A,2026-02-08,2026-02-22,495,Ambient,Los Angeles
B-1729,Tomato,Fresh,A,2026-02-03,2026-02-17,432,Ambient,Chicago
B-1730,Tomato,Fresh,B,2026-02-03,2026-02-17,194,Ambient,Chicago
B-1731,Meat,Chilled,C,2026-01-31,2026-02-05,143,Refrigerated,Chicago
B-1732,Tomato,Fresh,B,2026-01-31,2026-02-14,376,Ambient,Phoenix
B-1733,Fish,Chilled,C,2026-01-31,2026-02-05,324,Refrigerated,Chicago
B-1734,Meat,Chilled,B,2026-02-03,2026-02-08,181,Refrigerated,Houston
B-1735,Meat,Chilled,B,2026-02-02,2026-02-07,392,Refrigerated,Chicago
B-1736,Fish,Chilled,A,2026-02-01,2026-02-06,223,Refrigerated,New York
B-1737,Tomato,Fresh,A,2026-02-04,2026-02-18,387,Ambient,Chicago
B-1738,Onion,Fresh,C,2026-02-08,2026-02-22,150,Ambient,Phoenix
B-1739,Milk,Chilled,B,2026-02-09,2026-02-16,434,Refrigerated,Phoenix
B-1740,Fish,Chilled,B,2026-02-04,2026-02-09,275,Refrigerated,Phoenix
B-1741,Fish,Chilled,C,2026-02-09,2026-02-14,316,Refrigerated,New York
B-1742,Onion,Fresh,B,2026-02-04,2026-02-18,377,Ambient,New York
B-1743,Fish,Chilled,A,2026-02-05,2026-02-10,492,Refrigerated,New York
B-1744,Meat,Chilled,C,2026-02-07,2026-02-12,407,Refrigerated,Los Angeles
B-1745,Fish,Chilled,C,2026-02-07,2026-02-12,190,Refrigerated,Phoenix
B-1746,Fish,Chilled,A,2026-02-04,2026-02-09,135,Refrigerated,Los Angeles
B-1747,Tomato,Fresh,A,2026-02-07,2026-02-21,79,Ambient,Houston
B-1748,Onion,Fresh,A,2026-02-07,2026-02-21,133,Ambient,New York
B-1749,Tomato,Fresh,C,2026-02-05,2026-02-19,271,Ambient,Chicago
B-1750,Meat,Chilled,B,2026-01-31,2026-02-05,103,Refrigerated,Houston
B-1751,Fish,Chilled,B,2026-02-07,2026-02-12,168,Refrigerated,Phoenix
B-1752,Onion,Fresh,A,2026-01-31,2026-02-14,128,Ambient,New York
B-1753,Fish,Chilled,B,2026-02-08,2026-02-13,188,Refrigerated,New York
B-1754,Tomato,Fresh,C,2026-02-09,2026-02-23,228,Ambient,Houston
B-1755,Tomato,Fresh,A,2026-02-01,2026-02-15,370,Ambient,New York
B-1756,Meat,Chilled,B,2026-02-06,2026-02-11,191,Refrigerated,Phoenix
B-1757,Meat,Chilled,B,2026-02-02,2026-02-07,120,Refrigerated,Los Angeles
B-1758,Onion,Fresh,C,2026-01-31,2026-02-14,423,Ambient,Phoenix
B-1759,Meat,Chilled,A,2026-02-09,2026-02-14,349,Refrigerated,Phoenix
B-1760,Meat,Chilled,C,2026-02-09,2026-02-14,417,Refrigerated,Houston
B-1761,Onion,Fresh,A,2026-02-04,2026-02-18,348,Ambient,Los Angeles
B-1762,Onion,Fresh,A,2026-02-01,2026-02-15,158,Ambient,Los Angeles
B-1763,Fish,Chilled,A,2026-02-08,2026-02-13,313,Refrigerated,Chicago
B-1764,Fish,Chilled,B,2026-01-31,2026-02-05,92,Refrigerated,New York
B-1765,Tomato,Fresh,C,2026-02-08,2026-02-22,104,Ambient,Chicago
B-1766,Tomato,Fresh,B,2026-02-06,2026-02-20,139,Ambient,Houston
B-1767,Tomato,Fresh,B,2026-02-03,2026-02-17,475,Ambient,Los Angeles
B-1768,Milk,Chilled,B,2026-02-08,2026-02-15,298,Refrigerated,Phoenix
B-1769,Meat,Chilled,A,2026-02-09,2026-02-14,118,Refrigerated,New York
B-1770,Meat,Chilled,A,2026-02-02,2026-02-07,303,Refrigerated,Chicago
B-1771,Fish,Chilled,B,2026-02-02,2026-02-07,185,Refrigerated,Los Angeles
B-1772,Milk,Chilled,C,2026-02-02,2026-02-09,137,Refrigerated,Houston
B-1773,Fish,Chilled,B,2026-02-05,2026-02-10,146,Refrigerated,Los Angeles
B-1774,Fish,Chilled,B,2026-02-06,2026-02-11,53,Refrigerated,Los Angeles
B-1775,Meat,Chilled,A,2026-02-07,2026-02-12,282,Refrigerated,Los Angeles
B-1776,Tomato,Fresh,A,2026-02-01,2026-02-15,78,Ambient,New York
B-1777,Tomato,Fresh,A,2026-02-02,2026-02-16,128,Ambient,Phoenix
B-1778,Tomato,Fresh,A,2026-02-02,2026-02-16,483,Ambient,Los Angeles
B-1779,Tomato,Fresh,B,2026-02-08,2026-02-22,81,Ambient,Chicago
B-1780,Meat,Chilled,B,2026-02-07,2026-02-12,433,Refrigerated,Chicago
B-1781,Onion,Fresh,B,2026-02-05,2026-02-19,252,Ambient,Phoenix
B-1782,Onion,Fresh,B,2026-02-09,2026-02-23,240,Ambient,Phoenix
B-1783,Onion,Fresh,A,2026-01-31,2026-02-14,212,Ambient,Houston
B-1784,Meat,Chilled,C,2026-02-03,2026-02-08,333,Refrigerated,Chicago
B-1785,Milk,Chilled,C,2026-02-07,2026-02-14,237,Refrigerated,Phoenix
B-1786,Meat,Chilled,C,2026-01-31,2026-02-05,388,Refrigerated,Chicago
B-1787,Meat,Chilled,C,2026-02-03,2026-02-08,150,Refrigerated,Houston
B-1788,Fish,Chilled,A,2026-02-05,2026-02-10,87,Refrigerated,Phoenix
B-1789,Milk,Chilled,C,2026-01-31,2026-02-07,280,Refrigerated,Los Angeles
B-1790,Milk,Chilled,C,2026-02-03,2026-02-10,118,Refrigerated,New York
B-1791,Milk,Chilled,B,2026-02-06,2026-02-13,207,Refrigerated,Chicago
B-1792,Milk,Chilled,A,2026-02-02,2026-02-09,300,Refrigerated,Houston
B-1793,Meat,Chilled,A,2026-02-07,2026-02-12,240,Refrigerated,Phoenix
B-1794,Milk,Chilled,C,2026-01-31,2026-02-07,151,Refrigerated,Phoenix
B-1795,Tomato,Fresh,B,2026-02-02,2026-02-16,264,Ambient,Chicago
B-1796,Meat,Chilled,C,2026-01-31,2026-02-05,278,Refrigerated,Houston
B-1797,Tomato,Fresh,C,2026-02-02,2026-02-16,248,Ambient,Houston
B-1798,Onion,Fresh,C,2026-01-31,2026-02-14,62,Ambient,New York
B-1799,Meat,Chilled,A,2026-02-04,2026-02-09,464,Refrigerated,New York
B-1800,Fish,Chilled,A,2026-01-31,2026-02-05,137,Refrigerated,New York
B-1801,Meat,Chilled,C,2026-02-02,2026-02-07,99,Refrigerated,Chicago
B-1802,Tomato,Fresh,C,2026-02-03,2026-02-17,459,Ambient,Houston
B-1803,Fish,Chilled,C,2026-02-01,2026-02-06,355,Refrigerated,Phoenix
B-1804,Fish,Chilled,B,2026-02-04,2026-02-09,157,Refrigerated,Houston
B-1805,Fish,Chilled,A,2026-02-09,2026-02-14,326,Refrigerated,Phoenix
B-1806,Tomato,Fresh,C,2026-02-05,2026-02-19,164,Ambient,Phoenix
B-1807,Onion,Fresh,C,2026-02-01,2026-02-15,57,Ambient,Phoenix
B-1808,Fish,Chilled,A,2026-02-05,2026-02-10,193,Refrigerated,Phoenix
B-1809,Meat,Chilled,C,2026-01-31,2026-02-05,213,Refrigerated,New York
B-1810,Milk,Chilled,B,2026-02-01,2026-02-08,170,Refrigerated,Houston
B-1811,Milk,Chilled,B,2026-02-06,2026-02-13,208,Refrigerated,Chicago
B-1812,Milk,Chilled,A,2026-02-07,2026-02-14,339,Refrigerated,Los Angeles
B-1813,Fish,Chilled,C,2026-01-31,2026-02-05,383,Refrigerated,Chicago
B-1814,Onion,Fresh,A,2026-01-31,2026-02-14,380,Ambient,Phoenix
B-1815,Meat,Chilled,B,2026-02-08,2026-02-13,95,Refrigerated,Los Angeles
B-1816,Meat,Chilled,B,2026-02-03,2026-02-08,108,Refrigerated,New York
B-1817,Onion,Fresh,B,2026-02-04,2026-02-18,69,Ambient,Los Angeles
B-1818,Fish,Chilled,C,2026-02-01,2026-02-06,355,Refrigerated,Chicago
B-1819,Fish,Chilled,A,2026-01-31,2026-02-05,419,Refrigerated,Phoenix
B-1820,Onion,Fresh,C,2026-02-06,2026-02-20,474,Ambient,Los Angeles
B-1821,Fish,Chilled,A,2026-02-02,2026-02-07,119,Refrigerated,Houston
B-1822,Tomato,Fresh,A,2026-02-03,2026-02-17,336,Ambient,Chicago
B-1823,Milk,Chilled,B,2026-02-01,2026-02-08,75,Refrigerated,Los Angeles
B-1824,Fish,Chilled,B,2026-01-31,2026-02-05,218,Refrigerated,New York
B-1825,Tomato,Fresh,A,2026-02-09,2026-02-23,181,Ambient,Phoenix
B-1826,Tomato,Fresh,A,2026-02-02,2026-02-16,460,Ambient,Los Angeles
B-1827,Milk,Chilled,B,2026-02-04,2026-02-11,167,Refrigerated,Phoenix
B-1828,Onion,Fresh,B,2026-02-01,2026-02-15,453,Ambient,Los Angeles
B-1829,Meat,Chilled,B,2026-02-07,2026-02-12,392,Refrigerated,Houston
B-1830,Onion,Fresh,A,2026-02-06,2026-02-20,469,Ambient,Phoenix
B-1831,Fish,Chilled,A,2026-02-04,2026-02-09,327,Refrigerated,Houston
B-1832,Milk,Chilled,B,2026-02-03,2026-02-10,206,Refrigerated,New York
B-1833,Meat,Chilled,B,2026-02-02,2026-02-07,333,Refrigerated,Chicago
B-1834,Onion,Fresh,A,2026-02-03,2026-02-17,399,Ambient,Phoenix
B-1835,Onion,Fresh,C,2026-02-08,2026-02-22,308,Ambient,New York
B-1836,Meat,Chilled,A,2026-02-06,2026-02-11,343,Refrigerated,Houston
B-1837,Onion,Fresh,A,2026-02-01,2026-02-15,202,Ambient,Chicago
B-1838,Milk,Chilled,C,2026-02-03,2026-02-10,371,Refrigerated,Los Angeles
B-1839,Milk,Chilled,A,2026-02-06,2026-02-13,59,Refrigerated,Chicago
B-1840,Milk,Chilled,C,2026-02-09,2026-02-16,188,Refrigerated,Los Angeles
B-1841,Milk,Chilled,B,2026-02-04,2026-02-11,223,Refrigerated,Phoenix
B-1842,Tomato,Fresh,B,2026-02-05,2026-02-19,72,Ambient,Phoenix
B-1843,Onion,Fresh,B,2026-02-07,2026-02-21,74,Ambient,Chicago
B-1844,Tomato,Fresh,C,2026-02-07,2026-02-21,66,Ambient,Chicago
B-1845,Meat,Chilled,A,2026-02-01,2026-02-06,403,Refrigerated,New York
B-1846,Meat,Chilled,B,2026-02-05,2026-02-10,216,Refrigerated,Houston
B-1847,Onion,Fresh,A,2026-02-09,2026-02-23,320,Ambient,Phoenix
B-1848,Fish,Chilled,A,2026-02-04,2026-02-09,135,Refrigerated,Houston
B-1849,Tomato,Fresh,B,2026-01-31,2026-02-14,109,Ambient,Phoenix
B-1850,Meat,Chilled,A,2026-02-04,2026-02-09,423,Refrigerated,Houston
B-1851,Milk,Chilled,C,2026-02-01,2026-02-08,444,Refrigerated,Houston
B-1852,Fish,Chilled,A,2026-02-04,2026-02-09,324,Refrigerated,New York
B-1853,Milk,Chilled,B,2026-02-05,2026-02-12,378,Refrigerated,Chicago
B-1854,Fish,Chilled,B,2026-02-05,2026-02-10,338,Refrigerated,New York
B-1855,Tomato,Fresh,C,2026-02-04,2026-02-18,129,Ambient,Phoenix
B-1856,Tomato,Fresh,C,2026-02-02,2026-02-16,196,Ambient,Los Angeles
B-1857,Tomato,Fresh,C,2026-02-06,2026-02-20,359,Ambient,Chicago
B-1858,Tomato,Fresh,C,2026-02-06,2026-02-20,433,Ambient,Chicago
B-1859,Onion,Fresh,A,2026-02-07,2026-02-21,111,Ambient,New York
B-1860,Onion,Fresh,A,2026-02-05,2026-02-19,447,Ambient,New York
B-1861,Meat,Chilled,B,2026-02-03,2026-02-08,191,Refrigerated,Chicago
B-1862,Onion,Fresh,A,2026-02-08,2026-02-22,387,Ambient,New York
B-1863,Onion,Fresh,C,2026-02-01,2026-02-15,269,Ambient,Houston
B-1864,Milk,Chilled,B,2026-01-31,2026-02-07,289,Refrigerated,Los Angeles
B-1865,Meat,Chilled,B,2026-02-02,2026-02-07,94,Refrigerated,Phoenix
B-1866,Tomato,Fresh,C,2026-02-03,2026-02-17,487,Ambient,Phoenix
B-1867,Milk,Chilled,C,2026-02-09,2026-02-16,370,Refrigerated,Phoenix
B-1868,Meat,Chilled,C,2026-02-05,2026-02-10,455,Refrigerated,Phoenix
B-1869,Onion,Fresh,A,2026-02-01,2026-02-15,163,Ambient,Phoenix
B-1870,Milk,Chilled,C,2026-02-09,2026-02-16,236,Refrigerated,Houston
B-1871,Fish,Chilled,B,2026-02-03,2026-02-08,218,Refrigerated,Chicago
B-1872,Milk,Chilled,B,2026-02-08,2026-02-15,377,Refrigerated,Houston
B-1873,Meat,Chilled,A,2026-02-03,2026-02-08,350,Refrigerated,Houston
B-1874,Tomato,Fresh,A,2026-02-08,2026-02-22,500,Ambient,Chicago
B-1875,Milk,Chilled,B,2026-02-06,2026-02-13,127,Refrigerated,Chicago
B-1876,Tomato,Fresh,C,2026-02-04,2026-02-18,249,Ambient,New York
B-1877,Milk,Chilled,B,2026-02-06,2026-02-13,103,Refrigerated,Phoenix
B-1878,Meat,Chilled,C,2026-02-03,2026-02-08,311,Refrigerated,Phoenix
B-1879,Milk,Chilled,A,2026-02-05,2026-02-12,113,Refrigerated,Phoenix
B-1880,Tomato,Fresh,C,2026-02-07,2026-02-21,262,Ambient,Chicago
B-1881,Fish,Chilled,B,2026-01-31,2026-02-05,342,Refrigerated,Chicago
B-1882,Onion,Fresh,C,2026-01-31,2026-02-14,195,Ambient,Los Angeles
B-1883,Fish,Chilled,A,2026-02-07,2026-02-12,92,Refrigerated,Chicago
B-1884,Milk,Chilled,A,2026-02-09,2026-02-16,242,Refrigerated,Houston
B-1885,Milk,Chilled,C,2026-02-04,2026-02-11,160,Refrigerated,Phoenix
B-1886,Milk,Chilled,A,2026-02-08,2026-02-15,158,Refrigerated,Houston
B-1887,Milk,Chilled,C,2026-02-01,2026-02-08,428,Refrigerated,Chicago
B-1888,Milk,Chilled,A,2026-02-01,2026-02-08,248,Refrigerated,Chicago
B-1889,Onion,Fresh,C,2026-02-03,2026-02-17,199,Ambient,Los Angeles
B-1890,Onion,Fresh,A,2026-02-03,2026-02-17,344,Ambient,Phoenix
B-1891,Fish,Chilled,A,2026-02-09,2026-02-14,218,Refrigerated,New York
B-1892,Tomato,Fresh,A,2026-01-31,2026-02-14,157,Ambient,Chicago
B-1893,Milk,Chilled,C,2026-02-09,2026-02-16,236,Refrigerated,Chicago
B-1894,Meat,Chilled,B,2026-02-09,2026-02-14,59,Refrigerated,Los Angeles
B-1895,Fish,Chilled,C,2026-02-01,2026-02-06,381,Refrigerated,Houston
B-1896,Fish,Chilled,B,2026-02-05,2026-02-10,68,Refrigerated,Los Angeles
B-1897,Meat,Chilled,C,2026-02-05,2026-02-10,168,Refrigerated,New York
B-1898,Fish,Chilled,A,2026-02-09,2026-02-14,430,Refrigerated,Phoenix
B-1899,Tomato,Fresh,B,2026-02-02,2026-02-16,182,Ambient,Houston
B-1900,Onion,Fresh,C,2026-02-03,2026-02-17,115,Ambient,Los Angeles
B-1901,Onion,Fresh,A,2026-02-07,2026-02-21,281,Ambient,Houston
B-1902,Fish,Chilled,B,2026-02-07,2026-02-12,110,Refrigerated,Los Angeles
B-1903,Meat,Chilled,C,2026-02-04,2026-02-09,419,Refrigerated,Houston
B-1904,Milk,Chilled,A,2026-02-09,2026-02-16,217,Refrigerated,Los Angeles
B-1905,Meat,Chilled,A,2026-02-05,2026-02-10,311,Refrigerated,Phoenix
B-1906,Tomato,Fresh,B,2026-02-03,2026-02-17,382,Ambient,Phoenix
B-1907,Onion,Fresh,A,2026-02-04,2026-02-18,298,Ambient,Chicago
B-1908,Tomato,Fresh,B,2026-02-07,2026-02-21,426,Ambient,Chicago
B-1909,Onion,Fresh,B,2026-02-05,2026-02-19,424,Ambient,Chicago
B-1910,Fish,Chilled,A,2026-02-03,2026-02-08,416,Refrigerated,Houston
B-1911,Tomato,Fresh,A,2026-02-04,2026-02-18,323,Ambient,Los Angeles
B-1912,Fish,Chilled,B,2026-02-02,2026-02-07,413,Refrigerated,Chicago
B-1913,Meat,Chilled,B,2026-02-07,2026-02-12,300,Refrigerated,Chicago
B-1914,Onion,Fresh,A,2026-02-03,2026-02-17,345,Ambient,New York
B-1915,Onion,Fresh,A,2026-02-02,2026-02-16,110,Ambient,Chicago
B-1916,Milk,Chilled,C,2026-02-07,2026-02-14,297,Refrigerated,Phoenix
B-1917,Fish,Chilled,A,2026-02-02,2026-02-07,141,Refrigerated,New York
B-1918,Onion,Fresh,A,2026-01-31,2026-02-14,121,Ambient,Houston
B-1919,Tomato,Fresh,C,2026-02-05,2026-02-19,106,Ambient,Los Angeles
B-1920,Meat,Chilled,A,2026-02-02,2026-02-07,87,Refrigerated,New York
B-1921,Milk,Chilled,A,2026-02-01,2026-02-08,241,Refrigerated,Los Angeles
B-1922,Onion,Fresh,C,2026-02-09,2026-02-23,452,Ambient,Phoenix
B-1923,Fish,Chilled,C,2026-02-08,2026-02-13,330,Refrigerated,Los Angeles
B-1924,Milk,Chilled,C,2026-02-06,2026-02-13,313,Refrigerated,Phoenix
B-1925,Milk,Chilled,B,2026-02-09,2026-02-16,340,Refrigerated,New York
B-1926,Onion,Fresh,B,2026-02-09,2026-02-23,414,Ambient,Phoenix
B-1927,Milk,Chilled,A,2026-02-06,2026-02-13,280,Refrigerated,Chicago
B-1928,Milk,Chilled,B,2026-02-08,2026-02-15,361,Refrigerated,Houston
B-1929,Meat,Chilled,B,2026-02-05,2026-02-10,224,Refrigerated,Chicago
B-1930,Fish,Chilled,C,2026-02-03,2026-02-08,413,Refrigerated,Phoenix
B-1931,Fish,Chilled,A,2026-02-08,2026-02-13,90,Refrigerated,Houston
B-1932,Meat,Chilled,A,2026-01-31,2026-02-05,379,Refrigerated,Chicago
B-1933,Onion,Fresh,B,2026-01-31,2026-02-14,443,Ambient,Phoenix
B-1934,Meat,Chilled,B,2026-02-06,2026-02-11,217,Refrigerated,Los Angeles
B-1935,Onion,Fresh,A,2026-01-31,2026-02-14,172,Ambient,Houston
B-1936,Fish,Chilled,B,2026-02-08,2026-02-13,500,Refrigerated,Los Angeles
B-1937,Fish,Chilled,B,2026-02-02,2026-02-07,380,Refrigerated,Chicago
B-1938,Onion,Fresh,A,2026-02-01,2026-02-15,281,Ambient,New York
B-1939,Onion,Fresh,A,2026-02-06,2026-02-20,132,Ambient,New York
B-1940,Milk,Chilled,A,2026-02-08,2026-02-15,76,Refrigerated,New York
B-1941,Tomato,Fresh,B,2026-02-03,2026-02-17,245,Ambient,Los Angeles
B-1942,Onion,Fresh,B,2026-01-31,2026-02-14,274,Ambient,Los Angeles
B-1943,Milk,Chilled,B,2026-02-01,2026-02-08,446,Refrigerated,Houston
B-1944,Milk,Chilled,B,2026-01-31,2026-02-07,383,Refrigerated,Houston
B-1945,Fish,Chilled,A,2026-02-04,2026-02-09,188,Refrigerated,Houston
B-1946,Milk,Chilled,B,2026-02-05,2026-02-12,201,Refrigerated,Chicago
B-1947,Fish,Chilled,B,2026-02-03,2026-02-08,324,Refrigerated,Phoenix
B-1948,Milk,Chilled,B,2026-02-09,2026-02-16,113,Refrigerated,Phoenix
B-1949,Fish,Chilled,C,2026-02-02,2026-02-07,471,Refrigerated,Phoenix
B-1950,Tomato,Fresh,B,2026-02-09,2026-02-23,369,Ambient,Phoenix
B-1951,Meat,Chilled,C,2026-02-09,2026-02-14,495,Refrigerated,Phoenix
B-1952,Meat,Chilled,C,2026-02-01,2026-02-06,284,Refrigerated,New York
B-1953,Onion,Fresh,C,2026-02-07,2026-02-21,332,Ambient,Chicago
B-1954,Fish,Chilled,A,2026-02-06,2026-02-11,370,Refrigerated,Los Angeles
B-1955,Milk,Chilled,B,2026-02-03,2026-02-10,291,Refrigerated,Phoenix
B-1956,Milk,Chilled,A,2026-02-05,2026-02-12,90,Refrigerated,Los Angeles
B-1957,Milk,Chilled,C,2026-02-04,2026-02-11,347,Refrigerated,New York
B-1958,Milk,Chilled,A,2026-02-05,2026-02-12,106,Refrigerated,New York
B-1959,Onion,Fresh,B,2026-02-01,2026-02-15,130,Ambient,New York
