route_id,batch_id,distance_km,estimated_time_hours,route_type
R-2396,B-2396,494,6.5,direct
R-2397,B-2397,93,1.29,warehouse
R-2398,B-2398,142,2.78,direct
R-2399,B-2399,15,0.3,warehouse
R-2400,B-2400,104,1.55,direct
R-2401,B-2401,337,4.32,warehouse
R-2402,B-2402,176,2.79,warehouse
R-2403,B-2403,364,5.97,warehouse
R-2404,B-2404,445,7.3,direct
R-2405,B-2405,306,6.12,direct
R-2406,B-2406,474,9.48,warehouse
R-2407,B-2407,487,7.16,warehouse
R-2408,B-2408,235,3.98,direct
R-2409,B-2409,467,11.68,warehouse
R-2410,B-2410,196,4.36,direct
R-2411,B-2411,346,4.87,warehouse
R-2412,B-2412,20,0.26,warehouse
R-2413,B-2413,393,8.19,warehouse
R-2414,B-2414,51,0.93,warehouse
R-2415,B-2415,435,5.51,warehouse
R-2416,B-2416,99,1.46,direct
R-2417,B-2417,363,6.48,direct
R-2418,B-2418,323,5.57,direct
R-2419,B-2419,272,4.32,warehouse
R-2420,B-2420,205,3.31,direct
R-2421,B-2421,277,3.46,warehouse
R-2422,B-2422,102,1.76,direct
R-2423,B-2423,16,0.31,direct
R-2424,B-2424,245,4.9,direct
R-2425,B-2425,257,3.78,direct
R-2426,B-2426,20,0.28,warehouse
R-2427,B-2427,391,9.09,direct
R-2428,B-2428,26,0.58,warehouse
R-2429,B-2429,425,5.38,warehouse
R-2430,B-2430,340,6.3,warehouse
R-2431,B-2431,195,3.68,warehouse
R-2432,B-2432,335,6.44,direct
R-2433,B-2433,176,4.09,warehouse
R-2434,B-2434,54,1.02,direct
R-2435,B-2435,217,3.19,direct
R-2436,B-2436,224,3.67,warehouse
R-2437,B-2437,46,1.1,warehouse
R-2438,B-2438,308,7.51,warehouse
R-2439,B-2439,360,5.14,warehouse
R-2440,B-2440,202,2.56,warehouse
R-2441,B-2441,465,7.38,direct
R-2442,B-2442,93,1.27,warehouse
R-2443,B-2443,450,6.92,direct
R-2444,B-2444,492,7.03,warehouse
R-2445,B-2445,329,5.22,warehouse
R-2446,B-2446,119,1.65,warehouse
R-2447,B-2447,165,2.46,warehouse
R-2448,B-2448,393,7.71,direct
R-2449,B-2449,484,7.12,warehouse
R-2450,B-2450,492,7.13,warehouse
R-2451,B-2451,416,6.4,warehouse
R-2452,B-2452,195,4.06,warehouse
R-2453,B-2453,50,0.79,direct
R-2454,B-2454,396,4.95,warehouse
R-2455,B-2455,290,4.6,warehouse
R-2456,B-2456,444,9.25,direct
R-2457,B-2457,54,0.87,direct
R-2458,B-2458,173,3.46,direct
R-2459,B-2459,298,6.62,warehouse
R-2460,B-2460,232,5.66,warehouse
R-2461,B-2461,76,1.58,direct
R-2462,B-2462,110,2.24,warehouse
R-2463,B-2463,232,3.41,warehouse
R-2464,B-2464,101,1.4,warehouse
R-2465,B-2465,342,5.18,warehouse
R-2466,B-2466,13,0.28,direct
R-2467,B-2467,233,3.33,warehouse
R-2468,B-2468,464,9.47,warehouse
R-2469,B-2469,179,2.36,warehouse
R-2470,B-2470,252,5.14,direct
R-2471,B-2471,341,7.26,warehouse
R-2472,B-2472,428,5.56,direct
R-2473,B-2473,291,3.68,warehouse
R-2474,B-2474,407,5.43,warehouse
R-2475,B-2475,291,4.93,warehouse
R-2476,B-2476,58,0.91,warehouse
R-2477,B-2477,231,3.35,direct
R-2478,B-2478,153,2.12,warehouse
R-2479,B-2479,295,4.68,direct
R-2480,B-2480,263,3.76,direct
R-2481,B-2481,362,6.35,direct
R-2482,B-2482,118,2.62,direct
R-2483,B-2483,277,4.07,direct
R-2484,B-2484,379,5.66,warehouse
R-2485,B-2485,37,0.8,warehouse
R-2486,B-2486,247,3.53,direct
R-2487,B-2487,193,2.72,direct
R-2488,B-2488,197,2.86,direct
R-2489,B-2489,324,5.14,direct
R-2490,B-2490,336,5.79,direct
R-2491,B-2491,309,7.02,direct
R-2492,B-2492,401,5.35,direct
R-2493,B-2493,318,4.3,warehouse
R-2494,B-2494,406,10.15,warehouse
R-2495,B-2495,473,11.82,direct
R-2496,B-2496,100,1.45,warehouse
R-2497,B-2497,468,5.92,warehouse
R-2498,B-2498,145,2.64,direct
R-2499,B-2499,162,2.35,warehouse
